album,artist,genre,id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
1984 (Remastered),Van Halen,Rock,6QDbGdbJ57Mtkflsg42WV5,Hot For Teacher - 2015 Remastered Version,0.000652,0.551,282747,0.947,0.000257,2,0.0637,-4.671,1,0.152,127.657,4,0.466
Firehouse,Firehouse,Rock,4lbhQdbiTpNP7GowZG8KsM,Don't Treat Me Bad,0.000303,0.616,235360,0.807,2.37E-05,8,0.193,-11.4,1,0.0348,111.054,4,0.637
Escape,Journey,Rock,4bHsxqR3GMrXTxEPLuK5ue,Don't Stop Believin',0.127,0.5,250987,0.748,0,4,0.447,-9.072,1,0.0363,118.852,4,0.514
Wake Me When It's Over,Faster Pussycat,Rock,46Qy1xAr2K7rylRYwdQ6Gw,House Of Pain,0.0766,0.519,346627,0.61,6.49E-05,0,0.248,-10.256,1,0.036,121.324,4,0.232
Eliminator,ZZ Top,Rock,1UBQ5GK8JaQjm5VbkBZY66,Sharp Dressed Man - 2008 Remastered Version,0.000359,0.601,258027,0.859,0.00124,5,0.0871,-5.263,1,0.0276,125.145,4,0.446
Paranoid (Remastered Edition),Black Sabbath,Rock,1Y373MqadDRtclJNdnUXVc,Paranoid - Remastered Version,4.52E-05,0.415,168406,0.658,0.000735,4,0.176,-12.051,0,0.0696,163.015,4,0.45
Back In Black,AC/DC,Rock,2SiXAy7TuUkycRVbbWDEpo,You Shook Me All Night Long,0.00287,0.532,210173,0.767,0.000513,7,0.39,-5.509,1,0.0574,127.361,4,0.755
Dynasty (Remastered Version),KISS,Rock,2ZSCy3P1QzpJySCWA6NRIU,I Was Made For Lovin' You,0.213,0.768,271240,0.852,7.45E-05,4,0.0723,-6.215,1,0.038,128.374,4,0.867
Breaking The Chains,Dokken,Rock,2W7CvGjipq3EmHqNGN7lN9,Breaking The Chains,0.00914,0.526,231693,0.9,0,4,0.277,-4.76,0,0.0531,125.349,4,0.458
Cherry Pie,Warrant,Rock,3WW3g2scq0m7ZY5JCxrdWw,Uncle Tom's Cabin,0.186,0.633,241507,0.732,1.37E-05,8,0.13,-6.785,1,0.0707,126.567,4,0.273
No More Tears (Bonus Track Version),Ozzy Osbourne,Rock,0S3gpZzlT9Hb7CCSV2owX7,"Mama, I'm Coming Home",0.0105,0.282,251867,0.656,0,8,0.0892,-6.557,1,0.0302,139.352,4,0.242
Van Halen (Remastered),Van Halen,Rock,3KhF2YiNpJvGpfiCW45R6D,Runnin' With The Devil - 2015 Remastered Version,0.148,0.472,214960,0.9,0.000297,8,0.34,-6.406,0,0.0582,95.826,4,0.42
Skyscraper,David Lee Roth,Rock,5ZY7Gug850kv4heJcWZGHM,Just Like Paradise,0.0219,0.611,243280,0.853,0,2,0.671,-4.983,1,0.034,135.558,4,0.376
Down To Earth (Deluxe Edition),Rainbow,Rock,4N4guy1faBG6oseDnhjkWy,Since You Been Gone,0.551,0.716,197867,0.821,5.68E-06,7,0.618,-4.204,1,0.0389,120.737,4,0.931
Vixen,Vixen,Rock,1Fu3vJJwVKY7c7JnTX3Mvi,Cryin',0.146,0.657,211907,0.567,2.00E-05,9,0.0554,-12.871,1,0.0261,109.007,4,0.563
Little Queen,Heart,Rock,4KfSdst7rW39C0sfhArdrz,Barracuda,0.015,0.547,261933,0.691,0.105,4,0.144,-13.553,0,0.0369,137.148,4,0.667
Crazy World,Scorpions,Rock,6wjSNO6uJYlgbbfauyWhiw,Wind Of Change,0.297,0.453,313227,0.543,0,0,0.0928,-10.106,1,0.0366,151.362,4,0.282
Nevermind (Remastered),Nirvana,Rock,5ghIJDpPoe3CfHMGu71E6T,Smells Like Teen Spirit,2.86E-05,0.516,301920,0.906,0.000101,1,0.105,-4.525,1,0.0658,116.775,4,0.728
Rage Against The Machine - XX (20th Anniversary Special Edition),Rage Against The Machine,Rock,59WN2psjkt1tyaxjspN8fp,Killing In The Name,0.0266,0.466,313573,0.833,0,7,0.0327,-4.215,1,0.304,88.785,4,0.661
Superunknown (Deluxe Edition),Soundgarden,Rock,2EoOZnxNgtmZaD8uUmz2nD,Black Hole Sun,0.000203,0.354,318587,0.825,6.95E-05,6,0.0758,-5.325,1,0.0406,105.495,4,0.16
Dookie,Green Day,Rock,1Dr1fXbc2IxaK1Mu8P8Khz,When I Come Around,0.0175,0.531,178000,0.909,0,11,0.231,-4.236,1,0.034,97.546,4,0.814
Metallica,Metallica,Rock,1hKdDCpiI9mqz1jVHRKG0E,Enter Sandman,0.00206,0.579,331573,0.824,0.00903,6,0.059,-8.71,0,0.03,123.331,4,0.635
No Need To Argue,The Cranberries,Rock,2IZZqH4K02UIYg5EohpNHF,Zombie,0.0163,0.299,306411,0.613,0.00359,7,0.368,-9.012,1,0.0347,166.96,4,0.306
(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,Rock,5wj4E6IsrVtn8IBJQOd0Cl,Wonderwall - Remastered,0.000453,0.372,258733,0.865,0,2,0.234,-4.918,1,0.0381,174.53,4,0.478
Mellow Gold,Beck,Rock,5PntSbMHC1ud6Vvl8x56qd,Loser,0.0341,0.66,235000,0.627,9.64E-05,6,0.385,-10.397,0,0.124,85.44,4,0.789
Ten,Pearl Jam,Rock,62nQ8UZVqR2RMvkJHkcO2o,Jeremy,0.0404,0.285,318227,0.846,0,2,0.182,-6.472,1,0.0438,108.808,4,0.287
Blood Sugar Sex Magik (Deluxe Version),Red Hot Chili Peppers,Rock,3d9DChrdc6BOeFsbrZ3Is0,Under The Bridge,0.0576,0.559,264307,0.345,0.000105,4,0.141,-13.496,1,0.0459,84.581,4,0.458
The Colour And The Shape,Foo Fighters,Rock,5UWwZ5lm5PKu6eKsHAGxOk,Everlong,5.96E-05,0.412,250547,0.882,0.00031,11,0.0805,-5.54,0,0.0369,158.066,4,0.356
Pablo Honey [Collector's Edition],Radiohead,Rock,3HfB5hBU0dmBt8T0iCmH42,Creep,0.00563,0.532,235667,0.344,0.000473,7,0.115,-13.057,1,0.035,91.834,4,0.126
Siamese Dream (2011 - Remaster),The Smashing Pumpkins,Rock,0fIC59ZyS8ThtUF0Um6zuD,Cherub Rock,5.91E-06,0.382,298253,0.867,0.581,9,0.196,-7.426,1,0.0399,87.309,4,0.453
Nevermind (Remastered),Nirvana,Rock,4P5KoWXOxwuobLmHXLMobV,Come As You Are,0.000182,0.505,218920,0.825,0.000948,4,0.0855,-5.721,0,0.0401,119.987,4,0.541
Blood Sugar Sex Magik (Deluxe Version),Red Hot Chili Peppers,Rock,0uppYCG86ajpV2hSR3dJJ0,Give It Away,0.00244,0.666,282907,0.936,0.086,7,0.153,-9.919,1,0.0476,91.577,4,0.776
Weezer (Deluxe Edition),Weezer,Rock,4YPhn26bIFm2KUkL1VLzQG,Say It Ain't So,0.00328,0.635,256880,0.435,6.78E-06,3,0.071,-7.521,1,0.031,76.098,4,0.459
Blind Melon,Blind Melon,Rock,6txWz9UapYHVxEd7dDIHXT,No Rain,0.619,0.389,217107,0.476,5.09E-05,9,0.255,-9.342,1,0.0316,148.117,4,0.566
In Utero - 20th Anniversary - Deluxe Edition,Nirvana,Rock,11LmqTE2naFULdEP94AUBa,Heart-Shaped Box,0.184,0.494,281160,0.677,0.0258,6,0.0926,-10.233,1,0.0452,101.539,4,0.316
Ill Communication,Beastie Boys,Rock,0Puj4YlTm6xNzDDADXHMI9,Sabotage,0.032,0.324,178440,0.938,0.0321,6,0.0961,-7.332,0,0.102,168.131,4,0.543
Mellon Collie And The Infinite Sadness,The Smashing Pumpkins,Rock,1EzeXGaZdqsA4Nst1AIAL2,Bullet With Butterfly Wings,5.01E-05,0.389,257707,0.705,0.86,10,0.09,-10.331,0,0.0553,122.154,4,0.555
Smash,The Offspring,Rock,1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,0.0204,0.488,257827,0.862,0,0,0.359,-7.595,1,0.0476,104.56,4,0.706
Enema Of The State,blink-182,Rock,5JZcX7TTLx4l0xFIXJ3DBt,What's My Age Again?,0.017,0.403,148573,0.956,7.09E-05,6,0.0893,-7.376,1,0.0732,157.706,4,0.561
Ten,Pearl Jam,Rock,6QewNVIDKdSl8Y3ycuHIei,Even Flow,0.00178,0.394,292581,0.944,4.54E-06,10,0.298,-6.506,0,0.0761,105.338,4,0.265
Thank You,Stone Temple Pilots,Rock,2TAQ9YGehOKWDqDak5DuXc,Plush,0.0021,0.423,310347,0.954,0,7,0.177,-3.157,0,0.047,144.553,4,0.5
Sublime (Explicit Version),Sublime,Rock,6cJqlSO19vsfCsH1FeFI35,Santeria,0.0223,0.673,183200,0.772,1.23E-06,1,0.141,-5.246,0,0.0427,90.356,4,0.585
Ten,Pearl Jam,Rock,4Qbjmdlv1eZDD1u8SWe1pt,Alive,0.00541,0.298,341160,0.825,1.46E-05,2,0.44,-8.053,1,0.0408,75.592,4,0.54
Sublime (Deluxe Edition),Sublime,Rock,7lksFyVBmmkYBTVQcxnvC3,What I Got,0.0149,0.79,171080,0.687,0.000319,7,0.323,-7.571,1,0.101,95.578,4,0.628
Urban Hymns,The Verve,Rock,5yEPxDjbbzUzyauGtnmVEC,Bitter Sweet Symphony,0.0415,0.389,358427,0.889,0,9,0.463,-6.546,1,0.0442,171.121,4,0.524
Rubberneck,Toadies,Rock,56SkdBKyR2zOkjk6wVFI9s,Possum Kingdom,0.000813,0.653,309573,0.708,0.0197,9,0.0764,-9.367,1,0.0263,100.698,4,0.891
Out Of Time,R.E.M.,Rock,4d9RTWdrFLVAGhdzvqxkwn,Losing My Religion,0.0943,0.7,268933,0.686,1.93E-06,9,0.0847,-10.338,0,0.0279,125.412,4,0.815
"Hints, Allegations & Things Left Unsaid",Collective Soul,Rock,1HZ3cUZUw5htSFmah1V8Ko,Shine,0.294,0.54,306040,0.423,0.0884,6,0.152,-8.799,1,0.0283,150.135,4,0.353
Temple Of The Dog (Deluxe Edition),Temple Of The Dog,Rock,3CtphwpjC0XjIVpLFvGiQR,Hunger Strike - 25th Anniversary Mix,0.0263,0.39,246267,0.745,1.21E-05,7,0.121,-6.474,1,0.0308,137.817,4,0.325
Dookie,Green Day,Rock,3LRJbFT9rKoKv4aW7PuBJC,Longview,0.00834,0.381,233240,0.732,0.0101,10,0.0854,-7.594,0,0.0536,142.504,4,0.814
Metallica,Metallica,Rock,3ZFwuJwUpIl0GeXsvF1ELf,Nothing Else Matters,0.0505,0.558,388733,0.364,5.02E-06,4,0.0753,-11.258,0,0.0265,142.171,3,0.17
Purple,Stone Temple Pilots,Rock,1AfYo6cKm3yHsJHdmNoGO1,Interstate Love Song,0.000552,0.214,193613,0.947,0.00352,4,0.238,-5.053,1,0.0507,170.616,4,0.483
(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,Rock,7CVYxHq1L0Z4G84jTDS6Jl,Don't Look Back In Anger - Remastered,0.0596,0.333,289559,0.922,2.05E-06,0,0.126,-4.087,1,0.0592,162.978,4,0.335
Where Have All The Merrymakers Gone?,Harvey Danger,Rock,7cz70nyRXlCJOE85whEkgU,Flagpole Sitta,0.00184,0.351,217267,0.899,0.000116,7,0.284,-4.119,1,0.0432,145.015,4,0.508
Blur [Special Edition],Blur,Rock,1FTSo4v6BOZH9QxKc3MbVM,Song 2 - 2012 Remastered Version,0.00178,0.674,121160,0.789,0.0071,8,0.0754,-6.903,1,0.0676,129.804,4,0.918
Enema Of The State,blink-182,Rock,7yCPwWs66K8Ba5lFuU2bcx,All The Small Things,0.0122,0.439,168000,0.891,0,0,0.547,-4.764,1,0.057,148.599,4,0.695
(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Oasis,Rock,40bynawzslg9U7ACq07fAj,Champagne Supernova - Remastered,0.47,0.286,448438,0.796,0.063,2,0.364,-4.625,1,0.0388,150.272,4,0.12
Third Eye Blind,Third Eye Blind,Rock,42et6fnHCw1HIPSrdPprMl,Semi-Charmed Life,0.00832,0.64,268360,0.864,0,7,0.123,-6.576,1,0.0315,102.026,4,0.7
The Downward Spiral,Nine Inch Nails,Rock,39tLc4Xp58Lu4KcWHggeE2,Closer,0.000365,0.559,373307,0.725,0.553,10,0.112,-8.631,0,0.0426,90.012,4,0.501
Dude Ranch,blink-182,Rock,6WkSUgo1VdpzgtiXKlFPcY,Dammit,0.00166,0.407,165373,0.968,0,0,0.131,-5.154,1,0.108,109.727,4,0.374
Smash,The Offspring,Rock,5G0vAvojJAb8np3INdsISs,Come Out and Play,0.0943,0.514,197800,0.884,1.52E-06,7,0.0654,-3.765,1,0.151,158.262,4,0.898
Siamese Dream (2011 - Remaster),The Smashing Pumpkins,Rock,2lXHg7BtTNoP39AezyCSfL,Disarm,0.142,0.527,196920,0.418,0.775,4,0.139,-10.204,0,0.0277,129.516,4,0.218
MTV Unplugged In New York,Nirvana,Rock,48YkpE5enOln5c7jXSTuHL,About A Girl,0.153,0.61,217199,0.758,2.21E-05,3,0.714,-9.133,0,0.085,121.061,4,0.623
Are You Gonna Go My Way,Lenny Kravitz,Rock,45Ia1U4KtIjAPPU7Wv1Sea,Are You Gonna Go My Way,0.00165,0.619,211933,0.67,0.0109,11,0.331,-10.319,0,0.0353,129.267,4,0.777
MTV Unplugged In New York,Nirvana,Rock,6HJujxcjMmVZhd8z5EpPri,Where Did You Sleep Last Night,0.668,0.559,308307,0.565,0.000315,3,0.272,-8.534,1,0.0498,108.241,3,0.344
Sparkle And Fade,Everclear,Rock,37EJtTS7jT5WUyXGZzrwnI,Santa Monica,0.156,0.491,191507,0.942,0,7,0.367,-5.333,1,0.132,100.446,4,0.387
The Bends,Radiohead,Rock,5jafMI8FLibnjkYTZ33m0c,High And Dry,0.0718,0.418,257480,0.383,0.0177,4,0.0896,-11.782,1,0.0257,87.773,4,0.352
Holiday Man,The Flys,Rock,1xpd5XqLsrQDBa81ON2kOb,Got You (Where I Want You),0.000405,0.47,242453,0.644,0.293,8,0.134,-6.721,1,0.0269,75.597,4,0.521
Vs.,Pearl Jam,Rock,53eJFr4Mfbw5PXJ01K6cFw,Daughter (Remastered),0.00746,0.615,234333,0.702,0.00431,7,0.0608,-9.686,1,0.0278,96.99,4,0.734
Candlebox,Candlebox,Rock,3mhOmh4tRKsMfnRmgZfeBm,Far Behind,0.00187,0.552,299733,0.645,1.38E-06,7,0.0424,-6.595,1,0.0268,89.518,4,0.588
Facelift,Alice In Chains,Rock,6gZVQvQZOFpzIy3HblJ20F,Man in the Box,0.00229,0.346,284427,0.765,7.54E-06,8,0.213,-8.558,1,0.0413,106.463,4,0.644
Frogstomp 20th Anniversary (Deluxe Edition [Remastered]),Silverchair,Rock,24tO365YW6lcZr1hN4Ukzj,Tomorrow - Remastered,0.000658,0.292,266280,0.714,0.000109,2,0.102,-4.919,1,0.0316,151.412,3,0.462
Grace (Legacy Edition),Jeff Buckley,Rock,74X1epeRufHckhuX1KFD04,Hallelujah,0.921,0.339,413320,0.143,0.000636,0,0.372,-10.78,1,0.0317,101.213,3,0.0948
Best Of Local H – The Island Years,Local H,Rock,7izsUQjOYXVWkmFvEpTakb,Bound For The Floor,0.000114,0.621,223213,0.495,0.00126,6,0.0592,-7.492,1,0.0618,119.207,4,0.638
Wish,The Cure,Rock,263aNAQCeFSWipk896byo6,Friday I'm In Love,0.000972,0.526,214400,0.762,0.000116,0,0.338,-12.437,0,0.0342,136.203,4,0.505
Dirt,Alice In Chains,Rock,5sFDReWLrZHLFZFjHsjUTS,Would?,0.000332,0.305,206773,0.832,2.40E-05,6,0.091,-7.981,1,0.0398,100.677,4,0.585
Superunknown,Soundgarden,Rock,2AAO0bpq6Fad0jNSekFs8G,Fell On Black Days,0.00164,0.604,282427,0.611,0.000349,4,0.147,-9.484,0,0.0238,101.428,3,0.559
Sunburn,Fuel,Rock,74KI6d8jEM2zwOAo3luayU,Shimmer - Single Version,0.00236,0.479,214107,0.795,0,4,0.19,-6.408,0,0.0421,114.675,4,0.432
Days Of The New,Days Of The New,Rock,0eKCfj7xCuJNoYrLlSJe59,"Touch, Peel And Stand",0.0543,0.573,297147,0.622,1.77E-06,11,0.295,-7.948,1,0.033,81.667,4,0.825
Vs.,Pearl Jam,Rock,5lHgBqh9VwAAzQma55gHRY,Elderly Woman Behind the Counter in a Small Town (Remastered),0.0519,0.291,196187,0.493,9.15E-06,7,0.101,-9.461,1,0.028,182.032,3,0.183
OK Computer,Radiohead,Rock,3SVAN3BRByDmHOhKyIDxfC,Karma Police,0.0626,0.36,264067,0.505,9.22E-05,7,0.172,-9.129,1,0.026,74.807,4,0.317
Sixteen Stone (Remastered),Bush,Rock,1Z5LCXu5Ca3sHAy6OdUrBT,Machinehead,2.84E-05,0.137,256333,0.916,0.00403,9,0.127,-4.429,1,0.101,178.065,3,0.19
The Real Thing,Faith No More,Rock,4ReyTz0y3TGkX48wO3Llot,Epic,0.0222,0.358,293653,0.893,0.0524,4,0.126,-7.486,0,0.12,174.238,4,0.262
Superunknown (20th Anniversary),Soundgarden,Rock,4YugO7rO57FSmvj4UkyTXx,The Day I Tried To Live,0.000174,0.472,320107,0.756,0.213,0,0.132,-6.075,1,0.0582,133.287,4,0.272
The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,The Presidents Of The United States Of America,Rock,2JdzB67NvIa90K4gEZPLeX,Lump,0.00468,0.499,134200,0.873,0,6,0.165,-3.902,1,0.0386,142.726,4,0.864
Dookie,Green Day,Rock,5kr3j5Clb9rjEposoMyLVt,Welcome to Paradise,0.000241,0.37,224133,0.96,0.0116,3,0.0563,-4.162,0,0.0378,89.428,4,0.717
The Singles Collection,No Doubt,Rock,6mfkHv00I6jhHIn7EWHJ2N,Just A Girl,0.0944,0.634,205947,0.93,0.000317,2,0.134,-2.793,1,0.056,108.012,4,0.721
Core,Stone Temple Pilots,Rock,278jOl7gFMJ9WMnUbGxWRe,Wicked Garden,1.04E-05,0.21,245280,0.945,1.59E-05,2,0.107,-4.009,1,0.0673,154.639,4,0.372
My Own Worst Enemy - Single,Lit,Rock,39sICagGOiysHxoIBRyLLi,My Own Worst Enemy,0.0252,0.427,169405,0.952,0,4,0.407,-3.383,1,0.0565,103.523,4,0.588
Superunknown (20th Anniversary),Soundgarden,Rock,1jMaB19DiVR8OihLSuYFOt,Spoonman,1.90E-05,0.274,246920,0.906,0.257,0,0.273,-5.587,1,0.0404,185.959,3,0.783
American Standard,Seven Mary Three,Rock,6u1yKoh00WaoSpNp46RzKF,Cumbersome,0.00811,0.543,236973,0.79,0,11,0.238,-5.932,1,0.0358,80.923,4,0.339
Mother Love Bone,Mother Love Bone,Rock,7rBMZvgeWnOTHWUh3Pvw51,Chloe Dancer/Crown Of Thorns,0.0894,0.353,502040,0.362,3.38E-05,2,0.114,-13.502,1,0.031,141.285,4,0.267
Jar Of Flies,Alice In Chains,Rock,4PtZE0h5oyPhCtPjg3NeYQ,No Excuses,0.0206,0.527,255573,0.838,0.000662,3,0.07,-6.013,1,0.0323,117.454,4,0.721
Villains,The Verve Pipe,Rock,21jEuMn2lf37715rwjow2M,The Freshmen,0.0757,0.571,269467,0.505,1.04E-05,1,0.109,-9.312,0,0.0238,99.562,4,0.276
Mellon Collie and the Infinite Sadness (2012 - Remaster),The Smashing Pumpkins,Rock,4iCGSi1RonREsPtfEKYj5b,"Tonight, Tonight",6.28E-05,0.287,254627,0.67,0.748,6,0.237,-9.381,1,0.0368,148.928,4,0.222
Jar Of Flies,Alice In Chains,Rock,2JuasWPUodaUxf5nwNpciQ,Nutshell,0.37,0.384,259200,0.562,0.267,3,0.0775,-10.059,0,0.0296,136.094,3,0.159
As Ugly As It Gets: The Very Best Of,Ugly Kid Joe,Rock,1O2ACd0zg4GYgQRhLBGYDV,Everything About You,0.00878,0.494,255160,0.817,2.26E-06,1,0.0958,-8.409,1,0.0516,122.671,4,0.755
Alice In Chains,Alice In Chains,Rock,6Yv4NG7FPTOWQmsIFnukmX,Heaven Beside You,0.00451,0.552,327893,0.725,0.000158,10,0.116,-7.09,0,0.0319,111.243,4,0.558
The Presidents of The United States of America: Ten Year Super Bonus Special Anniversary Edition,The Presidents Of The United States Of America,Rock,3VEFybccRTeWSZRkJxDuNR,Peaches,0.0146,0.417,171693,0.849,0.000387,1,0.0673,-4.199,0,0.0481,94.267,4,0.594
High/Low,Nada Surf,Rock,48sJGpBLqQTs0sZ2ImHJof,Popular,0.00751,0.444,220587,0.884,8.94E-05,7,0.116,-6.104,1,0.119,94.82,4,0.296
Deluxe,Better Than Ezra,Rock,0ttHpMs250dpFkCYAnuhnE,Good,0.000372,0.615,185093,0.657,0.0204,7,0.132,-6.873,1,0.029,109.95,4,0.792
Let's Face It,The Mighty Mighty Bosstones,Rock,2F5r18ZlLUBqnt0jjhhETm,The Impression That I Get,0.0985,0.419,194760,0.945,0.0121,4,0.23,-5.406,1,0.119,181.175,4,0.695
Vs.,Pearl Jam,Rock,4nODXdprsfdCbfUPbvxWS3,Rearviewmirror,0.00669,0.384,283707,0.958,8.78E-05,11,0.264,-6.085,0,0.062,158.575,4,0.475
Electriclarryland,Butthole Surfers,Rock,1ng36571Iyov4HBxUClySn,Pepper,0.00589,0.631,297267,0.804,0.00116,7,0.16,-5.492,1,0.166,79.898,4,0.671
Nothing's Shocking,Jane's Addiction,Rock,7c1Dar0pIAW7w5TzaGjt9t,Jane Says,0.0387,0.426,286987,0.65,3.76E-06,7,0.126,-7.747,1,0.0332,82.184,4,0.493
Personal Jesus,Depeche Mode,Rock,1xShPgQbOUa98avWJQFDBY,Personal Jesus - Original Seven Inch Version,0.0112,0.637,224907,0.682,0.0234,11,0.0473,-11.625,1,0.0366,129.983,4,0.714
Fashion Nugget,Cake,Rock,0fsz7tJ7UKXT9hliLfO7aE,The Distance,0.0095,0.456,179600,0.752,0.00145,11,0.0573,-8.121,0,0.09,183.569,4,0.897
Definitely Maybe (Remastered) [Deluxe Edition],Oasis,Rock,2SwLswBtbxloI4uMcfkfLf,Live Forever - Remastered,2.39E-05,0.104,276662,0.794,1.46E-05,9,0.355,-4.353,0,0.0426,83.972,4,0.179
James: The Best Of,James,Rock,2L8kaqJ2YHbKlcX1e1rKnf,Laid,0.0165,0.488,156867,0.962,0.000108,0,0.127,-5.707,1,0.0363,116.131,4,0.669
Resident Alien,Spacehog,Rock,02lTDOxHeXTHsdwXoz6lpC,In The Meantime,0.083,0.269,299507,0.895,0.00266,9,0.153,-6.382,1,0.118,168.479,4,0.16
Last Splash,The Breeders,Rock,51m0PrZokFZNk5b5xptyzC,Cannonball,0.00971,0.498,215573,0.685,0.775,3,0.365,-11.795,1,0.0394,112.49,4,0.765
Blood Sugar Sex Magik (U.S. Version),Red Hot Chili Peppers,Rock,6Va1qwqV4lEvbOyPqodbth,Breaking The Girl,0.0233,0.348,295373,0.686,0.00256,8,0.145,-12.748,0,0.0319,178.466,3,0.635
OK Computer,Radiohead,Rock,2nTsKOXIVGDf2iPeVQO2Gm,Paranoid Android,0.0377,0.252,387213,0.849,0.00592,5,0.0545,-6.501,1,0.0581,163.704,4,0.194
Absolute Garbage,Garbage,Rock,0h4fRpHrxBeR3XWHmcolaU,Stupid Girl,0.00336,0.588,258133,0.804,0.00172,11,0.0358,-4.006,1,0.0333,120.015,4,0.736
Vs.,Pearl Jam,Rock,6ibhgnbyJej15Wti5LWmay,Go,7.25E-06,0.461,193000,0.868,0.164,1,0.142,-8.007,1,0.0565,139.975,4,0.441
Above,Mad Season,Rock,3e2fDgC93LGc9Lbdvr6I9k,River Of Deceit,0.111,0.461,302693,0.246,0.000374,0,0.0963,-13.487,1,0.0298,88.446,4,0.178
God Shuffled His Feet,Crash Test Dummies,Rock,76nvqWPFucUra1xCkN1tnD,Mmm Mmm Mmm Mmm,0.25,0.58,235173,0.575,1.83E-05,3,0.0813,-7.72,1,0.0231,92.934,4,0.37
Queen 40 Limited Edition Collector's Box Set,Queen,Rock,2GAIycsMaDVtMtdvxzR2xI,Bohemian Rhapsody - Remastered 2011,0.254,0.397,354320,0.396,0,3,0.268,-9.91,1,0.05,142.913,4,0.227
Led Zeppelin IV (Deluxe Edition),Led Zeppelin,Rock,5CQ30WqJwcep0pYcV4AMNc,Stairway To Heaven,0.58,0.338,482830,0.34,0.0032,9,0.116,-12.049,0,0.0339,82.433,4,0.197
Hotel California (Remastered),Eagles,Rock,40riOy7x9W7GXjyGp4pjAv,Hotel California - Remastered,0.00574,0.579,391376,0.508,0.000494,2,0.0575,-9.484,1,0.027,147.125,4,0.609
London Calling,The Clash,Rock,5jzma6gCzYtKB1DbEwFZKH,London Calling - Remastered,0.123,0.651,200480,0.801,0,0,0.0825,-7.34,1,0.0513,133.763,4,0.776
L.A. Woman,The Doors,Rock,14XWXWv5FoCbFzLksawpEe,Riders On The Storm,0.25,0.549,434720,0.722,0.0138,11,0.11,-11.729,0,0.0283,103.885,4,0.716
Dressed To Kill,KISS,Rock,6KTv0Z8BmVqM7DPxbGzpVC,Rock And Roll All Nite,0.0551,0.657,168827,0.932,0,1,0.047,-5.819,1,0.0992,144.751,4,0.888
Who Are You,The Who,Rock,02DurCgOvDdX0uKEjqcl3W,Who Are You,0.299,0.653,381627,0.631,0.00265,9,0.0627,-11.334,1,0.0461,156.32,4,0.516
Hunky Dory (2015 Remastered Version),David Bowie,Rock,0LrwgdLsFaWh9VXIjBRe8t,Changes - 2015 Remastered Version,0.505,0.547,217747,0.308,0,0,0.109,-11.75,1,0.0377,114.719,4,0.41
Cosmo's Factory (40th Anniversary Edition),Creedence Clearwater Revival,Rock,3Bh6uInhcVBVvLraGZdkKD,Who'll Stop The Rain,0.0428,0.602,147493,0.801,0.000409,7,0.0739,-6.763,1,0.0344,123.562,4,0.576
Pearl (Legacy Edition),Janis Joplin,Rock,1IqFh00G2kvvMm8pRMpehA,Me and Bobby McGee,0.302,0.453,271333,0.464,5.96E-05,2,0.152,-10.96,1,0.0431,93.19,4,0.658
Sticky Fingers (Remastered),The Rolling Stones,Rock,52dm9op3rbfAkc1LGXgipW,Wild Horses,0.669,0.371,341773,0.404,0.00453,7,0.0805,-6.452,1,0.0255,74.386,4,0.153
Imagine,John Lennon,Rock,7pKfPomDEeI4TPT6EOYjn9,Imagine - 2010 - Remaster,0.907,0.547,187867,0.257,0.183,0,0.0935,-12.358,1,0.0252,75.752,4,0.169
Let It Be (Remastered),The Beatles,Rock,7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered,0.631,0.443,243027,0.403,0,0,0.111,-8.339,1,0.0322,143.462,4,0.41
Aerosmith,Aerosmith,Rock,5MxNLUsfh7uzROypsoO5qe,Dream On,0.388,0.307,266960,0.433,9.08E-05,1,0.332,-10.057,1,0.029,160.9,4,0.224
Outlandos D'Amour,The Police,Rock,0SYRVn2YF7HBscQEmlkpTI,Roxanne - Remastered 2003,0.026,0.608,191947,0.746,2.39E-06,0,0.043,-8.851,1,0.354,134.03,4,0.745
Highway to Hell,AC/DC,Rock,2zYzyRzz6pRmhPzyfMEC8s,Highway to Hell,0.0591,0.573,208400,0.913,0.00173,6,0.156,-4.793,0,0.132,115.715,4,0.422
Electric Warrior [Expanded & Remastered],T. Rex,Rock,6FsQrRpBLgsrFeAeiQqytm,Bang a Gong (Get It On) - Remastered Version,0.157,0.729,267000,0.818,0.285,2,0.195,-9.992,1,0.0732,125.811,4,0.907
Machine Head,Deep Purple,Rock,5SAUIWdZ04OxYfJFDchC7S,Smoke On The Water,0.0983,0.632,342173,0.586,0.581,0,0.0535,-11.333,1,0.0284,114.243,4,0.89
Santana's Greatest Hits,Santana,Rock,4YMQXzscifAREG0a7KNGhB,Black Magic Woman,0.676,0.489,196467,0.349,0.0789,2,0.0866,-14.295,0,0.0323,124.348,4,0.622
